TotalOrders,TotalSpent,AvgOrderValue,TotalTransactions,FirstPurchase,LastPurchase,TotalItems,CustomerLifespan,Recency
4,1791.56,15.58,115,2019-06-07 09:32:00,2019-12-06 13:46:00,1386,182,0
1,251.21,16.75,15,2019-03-22 10:03:00,2019-03-22 10:03:00,143,0,260
1,205.1,20.51,10,2019-08-03 11:50:00,2019-08-03 11:50:00,109,0,126
1,152.2,38.05,4,2019-09-25 09:39:00,2019-09-25 09:39:00,40,0,73
4,891.12,15.1,59,2019-04-04 10:33:00,2019-09-26 11:26:00,681,175,72
3,1389.41,31.58,44,2019-04-13 11:06:00,2019-11-16 13:15:00,985,217,20
3,2128.42,15.1,141,2019-06-11 08:44:00,2019-10-09 11:43:00,1369,120,59
1,659.44,17.35,38,2019-09-13 10:29:00,2019-09-13 10:29:00,392,0,85
1,122.75,15.34,8,2019-09-20 18:24:00,2019-09-20 18:24:00,23,0,77
6,3624.35,38.97,93,2018-12-01 10:36:00,2019-10-10 10:20:00,1649,312,58
3,1093.65,2.51,436,2019-11-27 15:09:00,2019-12-06 13:50:00,736,8,0
1,125.8,25.16,5,2019-11-07 15:11:00,2019-11-07 15:11:00,44,0,29
5,3964.88,23.05,172,2018-12-06 14:22:00,2019-11-04 15:11:00,1752,333,32
5,680.18,25.19,27,2019-05-02 12:26:00,2019-10-28 12:34:00,324,179,40
2,628.78,104.8,6,2019-04-03 15:36:00,2019-11-23 12:01:00,394,233,14
7,2287.51,10.26,223,2019-01-15 11:17:00,2019-11-04 12:04:00,1692,293,33
2,307.76,20.52,15,2019-05-17 11:50:00,2019-09-20 09:15:00,74,125,78
2,483.8,21.99,22,2018-12-06 15:03:00,2019-05-16 16:56:00,174,161,204
1,210.31,3.19,66,2019-11-04 12:25:00,2019-11-04 12:25:00,129,0,33
3,270.79,3.56,76,2019-03-15 12:47:00,2019-06-08 11:54:00,204,84,182
25,5870.08,19.83,296,2018-12-14 15:23:00,2019-12-05 14:52:00,2961,355,1
7,3448.29,19.26,179,2019-09-23 13:30:00,2019-12-06 16:38:00,2136,74,0
7,1280.85,51.23,25,2019-01-26 10:40:00,2019-10-25 16:34:00,175,272,42
3,631.34,17.06,37,2019-02-01 15:23:00,2019-09-13 10:18:00,320,223,85
2,291.41,3.35,87,2019-04-11 12:09:00,2019-10-29 11:57:00,127,200,39
3,626.99,6.4,98,2019-05-21 12:14:00,2019-11-25 14:50:00,359,188,11
2,682.41,5.5,124,2019-04-08 11:35:00,2019-09-02 14:50:00,441,147,95
7,918.2,18.0,51,2019-04-09 13:42:00,2019-11-12 09:20:00,458,216,25
1,91.8,22.95,4,2019-01-22 14:46:00,2019-01-22 14:46:00,12,0,318
12,3740.07,34.31,109,2019-01-26 10:10:00,2019-10-02 15:19:00,1417,249,65
4,4149.28,30.51,136,2019-05-20 11:06:00,2019-09-25 12:36:00,2660,128,73
2,584.06,17.18,34,2019-03-02 12:14:00,2019-11-09 15:24:00,546,252,27
4,605.06,3.46,175,2019-09-30 13:01:00,2019-12-02 11:24:00,344,62,5
1,174.37,5.28,33,2019-11-30 13:11:00,2019-11-30 13:11:00,64,0,6
1,141.86,10.13,14,2019-05-06 12:39:00,2019-05-06 12:39:00,83,0,215
3,1799.33,21.94,82,2019-04-06 12:42:00,2019-09-17 10:51:00,757,163,81
2,777.53,15.87,49,2019-07-20 17:21:00,2019-09-14 14:45:00,209,55,83
3,1749.02,21.07,83,2018-12-04 17:26:00,2019-07-16 14:33:00,661,223,143
2,240.22,6.32,38,2019-01-07 14:28:00,2019-11-18 14:33:00,172,315,18
2,874.71,4.97,176,2019-09-16 12:40:00,2019-10-28 11:59:00,575,41,40
1,192.85,4.38,44,2019-06-17 14:42:00,2019-06-17 14:42:00,70,0,172
2,373.75,4.4,85,2018-12-05 12:29:00,2019-11-20 13:07:00,164,350,16
1,239.49,8.87,27,2019-04-08 13:36:00,2019-04-08 13:36:00,161,0,242
12,2092.32,6.14,341,2019-03-29 12:43:00,2019-11-25 10:47:00,1759,240,12
1,1384.25,41.95,33,2019-05-16 11:59:00,2019-05-16 11:59:00,534,0,205
2,294.4,11.32,26,2019-03-29 14:47:00,2019-10-18 14:33:00,303,202,49
5,732.07,15.91,46,2019-06-14 14:24:00,2019-11-14 13:14:00,449,152,22
18,6717.34,53.31,126,2018-11-29 17:24:00,2019-11-27 15:34:00,2646,362,9
4,1687.6,20.33,83,2019-04-10 10:33:00,2019-11-12 15:19:00,791,216,24
2,467.04,20.31,23,2018-12-03 16:10:00,2019-11-23 08:41:00,176,354,14
1,118.0,11.8,10,2019-02-01 14:41:00,2019-02-01 14:41:00,30,0,308
1,781.03,14.74,53,2019-07-05 10:40:00,2019-07-05 10:40:00,725,0,155
1,142.4,5.93,24,2019-02-04 12:49:00,2019-02-04 12:49:00,37,0,306
1,712.4,89.05,8,2019-10-05 12:31:00,2019-10-05 12:31:00,180,0,63
9,2478.95,14.25,174,2019-03-27 15:53:00,2019-11-22 10:42:00,2606,239,15
2,379.65,18.08,21,2019-06-11 12:44:00,2019-11-23 12:10:00,114,164,14
6,1981.92,22.78,87,2019-02-07 13:25:00,2019-11-26 12:54:00,1848,291,10
3,1117.13,19.26,58,2019-03-16 12:18:00,2019-10-04 12:26:00,485,202,64
4,247.96,15.5,16,2019-03-18 14:01:00,2019-11-02 09:49:00,84,228,35
5,2037.08,15.91,128,2019-01-05 16:32:00,2019-08-21 13:35:00,731,227,107
1,396.97,15.27,26,2019-10-16 10:19:00,2019-10-16 10:19:00,359,0,52
2,697.04,4.2,166,2019-11-25 11:57:00,2019-12-02 12:01:00,406,7,5
1,180.17,4.5,40,2019-10-21 14:28:00,2019-10-21 14:28:00,58,0,46
21,5153.67,20.87,247,2018-12-06 10:11:00,2019-12-06 16:10:00,3294,365,0
1,219.52,11.55,19,2019-01-29 15:27:00,2019-01-29 15:27:00,324,0,311
2,693.32,7.0,99,2019-05-10 16:52:00,2019-10-23 17:31:00,548,166,44
1,428.89,18.65,23,2019-10-04 11:47:00,2019-10-04 11:47:00,267,0,64
1,164.34,6.09,27,2019-11-11 15:57:00,2019-11-11 15:57:00,164,0,25
3,280.54,6.52,43,2019-01-30 11:42:00,2019-11-08 17:46:00,279,282,28
1,678.01,6.92,98,2019-10-28 16:17:00,2019-10-28 16:17:00,290,0,39
7,1131.88,5.01,226,2019-02-25 14:44:00,2019-11-25 15:38:00,516,273,11
3,1171.8,15.84,74,2018-12-13 10:31:00,2019-09-09 14:51:00,766,270,88
4,1610.46,8.01,201,2019-01-11 12:37:00,2019-11-13 14:47:00,570,306,23
1,417.69,18.16,23,2019-01-23 08:21:00,2019-01-23 08:21:00,189,0,318
3,544.18,12.37,44,2019-06-10 12:55:00,2019-10-28 13:50:00,300,140,39
1,177.34,13.64,13,2019-06-17 11:09:00,2019-06-17 11:09:00,246,0,173
1,213.85,11.26,19,2019-08-13 08:26:00,2019-08-13 08:26:00,343,0,116
5,747.78,9.23,81,2019-02-13 13:08:00,2019-11-07 12:00:00,294,266,30
1,257.23,13.54,19,2019-03-30 10:05:00,2019-03-30 10:05:00,209,0,252
5,1638.47,17.81,92,2018-12-15 09:52:00,2019-10-09 14:20:00,1269,298,58
11,7792.36,132.07,59,2019-01-03 12:09:00,2019-11-14 13:21:00,4372,315,22
7,2031.78,28.62,71,2019-02-25 12:49:00,2019-12-02 15:16:00,1391,280,4
11,3070.42,279.13,11,2019-03-15 17:13:00,2019-08-30 09:57:00,467,167,99
5,2121.27,14.53,146,2019-04-08 15:07:00,2019-11-13 10:51:00,1037,218,24
5,1575.16,8.38,188,2019-01-14 15:30:00,2019-11-04 13:40:00,704,293,32
1,1071.03,17.27,62,2019-10-01 10:55:00,2019-10-01 10:55:00,677,0,67
5,949.12,15.07,63,2019-02-25 14:29:00,2019-11-01 10:30:00,592,248,36
3,810.5,8.02,101,2019-04-25 13:06:00,2019-10-16 13:32:00,409,174,51
1,122.64,15.33,8,2019-11-22 10:38:00,2019-11-22 10:38:00,93,0,15
1,1033.34,25.83,40,2019-09-24 13:36:00,2019-09-24 13:36:00,800,0,73
1,354.8,5.38,66,2019-05-06 12:34:00,2019-05-06 12:34:00,173,0,215
3,519.44,18.55,28,2019-06-05 11:40:00,2019-11-06 15:37:00,273,154,30
4,2624.26,17.97,146,2019-08-24 11:53:00,2019-11-21 14:07:00,2067,89,15
1,252.1,50.42,5,2019-08-09 16:11:00,2019-08-09 16:11:00,158,0,119
4,1678.12,21.24,79,2019-04-17 09:49:00,2019-11-28 12:00:00,895,225,9
2,346.6,15.07,23,2018-12-06 14:46:00,2019-03-26 11:51:00,139,109,256
6,1836.34,19.13,96,2019-03-15 12:37:00,2019-11-21 12:22:00,922,250,16
2,94.2,15.7,6,2019-10-29 12:11:00,2019-11-02 14:59:00,33,4,34
3,1095.08,17.38,63,2018-12-04 09:21:00,2019-10-23 08:51:00,578,322,45
6,2707.33,16.31,166,2019-03-09 12:54:00,2019-10-25 16:24:00,2182,230,42
2,932.97,16.66,56,2019-04-10 09:53:00,2019-08-15 14:25:00,605,127,113
2,379.65,7.75,49,2019-01-04 15:42:00,2019-06-26 10:31:00,490,172,164
2,382.14,23.88,16,2019-05-20 12:35:00,2019-11-27 12:32:00,209,190,10
5,2639.17,24.44,108,2019-05-17 17:15:00,2019-11-28 10:13:00,1019,194,9
2,1573.2,15.13,104,2019-01-21 12:08:00,2019-05-16 12:37:00,894,115,205
3,897.76,16.94,53,2019-03-23 13:23:00,2019-09-13 12:04:00,543,173,85
1,189.47,14.57,13,2019-06-11 15:44:00,2019-06-11 15:44:00,91,0,178
3,84.65,7.05,12,2019-02-23 13:05:00,2019-10-08 15:39:00,41,227,59
1,305.02,3.51,87,2019-07-11 15:42:00,2019-07-11 15:42:00,154,0,148
21,6363.59,13.54,470,2018-12-10 12:35:00,2019-12-05 12:11:00,3742,359,2
2,218.55,24.28,9,2019-07-11 11:44:00,2019-10-18 09:32:00,237,98,50
1,349.7,13.99,25,2019-09-23 15:25:00,2019-09-23 15:25:00,282,0,74
2,186.39,31.06,6,2019-01-09 13:54:00,2019-02-09 13:53:00,57,30,300
2,396.92,6.11,65,2019-11-05 15:40:00,2019-11-19 12:11:00,119,13,18
2,486.82,19.47,25,2019-02-26 12:14:00,2019-07-09 12:57:00,330,133,150
1,232.6,14.54,16,2019-07-09 10:14:00,2019-07-09 10:14:00,924,0,151
4,3722.42,19.09,195,2019-01-02 14:12:00,2019-12-06 13:47:00,1936,337,0
4,827.83,14.52,57,2019-07-05 15:21:00,2019-11-20 11:13:00,360,137,17
1,59.5,19.83,3,2019-06-03 14:06:00,2019-06-03 14:06:00,10,0,186
1,67.23,2.24,30,2019-02-25 10:13:00,2019-02-25 10:13:00,39,0,285
7,3119.44,79.99,39,2019-10-08 12:59:00,2019-12-05 11:41:00,5056,57,2
1,72.0,9.0,8,2019-06-08 09:10:00,2019-06-08 09:10:00,70,0,182
1,910.0,151.67,6,2019-10-05 13:21:00,2019-10-05 13:21:00,512,0,62
1,172.25,19.14,9,2019-10-09 15:03:00,2019-10-09 15:03:00,67,0,58
3,1488.32,28.08,53,2019-04-15 12:57:00,2019-11-13 11:17:00,1226,211,24
50,65039.62,114.51,568,2018-11-29 12:12:00,2019-12-04 09:32:00,63312,369,3
15,2504.13,27.82,90,2019-03-23 11:31:00,2019-11-06 14:26:00,1603,228,30
1,151.3,12.61,12,2019-10-30 09:14:00,2019-10-30 09:14:00,177,0,38
1,308.58,22.04,14,2019-07-05 16:51:00,2019-07-05 16:51:00,66,0,154
10,2265.12,11.5,197,2019-01-14 13:18:00,2019-11-11 13:00:00,2304,300,25
1,99.5,99.5,1,2019-01-23 13:10:00,2019-01-23 13:10:00,10,0,317
9,2308.06,17.22,134,2019-09-10 14:40:00,2019-12-02 15:13:00,1531,83,4
3,711.86,25.42,28,2018-11-29 10:29:00,2019-11-30 12:32:00,363,366,7
1,330.79,16.54,20,2019-02-08 09:21:00,2019-02-08 09:21:00,189,0,302
2,806.41,16.8,48,2019-01-26 13:27:00,2019-03-15 18:03:00,351,48,266
1,296.88,5.82,51,2019-03-11 13:46:00,2019-03-11 13:46:00,306,0,270
13,6328.05,18.83,336,2019-01-26 14:57:00,2019-12-04 10:28:00,3516,311,3
1,180.48,22.56,8,2019-11-06 08:16:00,2019-11-06 08:16:00,176,0,31
2,252.06,19.39,13,2019-05-03 10:29:00,2019-05-03 10:31:00,140,0,218
1,228.84,22.88,10,2019-04-05 12:33:00,2019-04-05 12:33:00,352,0,246
5,1079.34,10.28,105,2018-11-30 08:52:00,2019-03-01 19:21:00,563,91,280
1,138.28,6.58,21,2019-03-13 13:49:00,2019-03-13 13:49:00,138,0,268
6,1445.01,14.17,102,2019-02-12 13:21:00,2019-11-05 14:13:00,1959,266,31
2,306.55,25.55,12,2019-02-15 11:58:00,2019-04-05 13:24:00,173,49,245
5,1041.68,17.36,60,2019-04-17 13:56:00,2019-11-22 15:26:00,609,219,14
4,799.9,18.6,43,2019-03-28 09:17:00,2019-08-13 12:46:00,501,138,116
1,524.14,18.72,28,2019-11-01 14:05:00,2019-11-01 14:05:00,316,0,35
3,2375.41,27.95,85,2019-02-28 11:43:00,2019-07-29 12:44:00,1401,151,131
1,199.85,33.31,6,2019-05-04 17:04:00,2019-05-04 17:04:00,43,0,216
8,1980.56,19.04,104,2019-02-02 12:18:00,2019-10-19 10:03:00,806,258,49
2,1079.66,25.71,42,2019-08-29 11:06:00,2019-10-30 10:49:00,1054,61,38
2,333.48,16.67,20,2019-11-04 12:16:00,2019-11-09 09:46:00,162,4,28
6,1016.14,16.13,63,2019-01-31 12:09:00,2019-11-01 10:49:00,458,273,36
2,752.6,17.5,43,2019-06-29 12:47:00,2019-07-25 08:35:00,488,25,135
2,610.59,16.07,38,2019-04-05 10:10:00,2019-05-02 14:33:00,278,27,218
1,491.86,14.9,33,2019-11-09 15:49:00,2019-11-09 15:49:00,498,0,27
4,2885.24,14.72,196,2019-04-17 13:49:00,2019-11-13 11:14:00,1130,209,24
2,731.9,3.83,191,2019-03-22 13:04:00,2019-12-02 15:19:00,497,255,4
1,339.6,11.32,30,2019-05-21 16:32:00,2019-05-21 16:32:00,125,0,199
1,216.9,72.3,3,2019-11-19 13:35:00,2019-11-19 13:35:00,54,0,17
1,350.75,15.25,23,2019-04-11 10:32:00,2019-04-11 10:32:00,425,0,240
3,668.43,19.66,34,2019-05-04 13:43:00,2019-09-27 09:19:00,218,145,71
12,3131.02,9.75,321,2019-01-21 14:59:00,2019-11-21 11:07:00,1124,303,16
7,1341.6,32.72,41,2019-03-23 14:46:00,2019-12-05 10:09:00,1776,256,2
2,1156.36,16.06,72,2019-02-18 14:08:00,2019-09-03 15:19:00,1249,197,94
1,300.04,12.0,25,2019-06-28 16:43:00,2019-06-28 16:43:00,496,0,161
1,79.6,79.6,1,2018-11-29 10:37:00,2018-11-29 10:37:00,8,0,373
5,948.25,33.87,28,2018-11-29 09:00:00,2019-09-03 09:45:00,439,278,95
5,1647.26,68.64,24,2019-01-05 11:49:00,2019-10-15 12:16:00,516,283,53
1,296.25,32.92,9,2019-02-22 15:56:00,2019-02-22 15:56:00,152,0,287
6,1186.28,15.61,76,2019-04-05 12:04:00,2019-08-05 14:16:00,876,122,123
1,741.26,21.18,35,2019-02-23 12:48:00,2019-02-23 12:48:00,512,0,287
2,282.6,23.55,12,2019-01-24 14:58:00,2019-07-09 11:51:00,214,165,151
9,2161.35,6.32,342,2019-10-05 15:45:00,2019-12-04 12:26:00,1264,59,3
14,5189.52,36.55,142,2018-12-05 11:41:00,2019-12-05 16:44:00,3188,365,1
7,3190.55,27.27,117,2018-11-29 12:08:00,2019-11-26 11:11:00,1844,361,11
2,659.41,26.38,25,2019-09-27 15:40:00,2019-11-04 14:47:00,287,37,32
2,286.79,5.03,57,2019-03-26 12:52:00,2019-10-14 16:13:00,197,202,53
2,1070.65,15.3,70,2019-06-11 08:43:00,2019-10-18 14:01:00,642,129,49
1,306.72,43.82,7,2019-05-03 09:15:00,2019-05-03 09:15:00,272,0,218
1,1714.96,114.33,15,2019-10-05 15:13:00,2019-10-05 15:13:00,728,0,62
3,1521.76,7.32,208,2019-01-04 14:53:00,2019-09-28 12:03:00,932,266,70
37,17220.36,46.79,368,2018-11-29 10:47:00,2019-12-05 15:00:00,7322,371,1
10,2796.51,20.71,135,2018-12-05 13:28:00,2019-12-05 15:08:00,1163,365,1
4,2634.45,22.14,119,2019-04-04 15:47:00,2019-10-04 14:18:00,1477,182,63
3,1132.13,6.4,177,2019-04-12 12:31:00,2019-11-04 11:43:00,546,205,33
1,345.0,15.68,22,2019-09-17 12:06:00,2019-09-17 12:06:00,192,0,81
33,25977.16,131.86,197,2018-11-29 16:01:00,2019-12-07 12:25:00,12897,372,0
1,178.7,19.86,9,2019-08-26 15:25:00,2019-08-26 15:25:00,70,0,102
2,360.01,6.32,57,2019-06-20 11:43:00,2019-11-30 13:49:00,318,163,6
1,127.84,7.52,17,2019-04-01 12:08:00,2019-04-01 12:08:00,30,0,250
6,912.0,7.93,115,2019-01-14 11:08:00,2019-11-25 11:54:00,371,315,12
11,2462.79,79.44,31,2019-01-09 14:38:00,2019-11-28 09:33:00,2493,322,9
1,230.4,32.91,7,2018-12-05 13:53:00,2018-12-05 13:53:00,136,0,366
2,309.04,9.97,31,2018-12-08 14:45:00,2019-09-23 12:06:00,337,288,75
1,348.8,7.75,45,2019-12-03 15:48:00,2019-12-03 15:48:00,748,0,3
2,1516.0,137.82,11,2019-06-22 16:38:00,2019-08-02 11:44:00,1200,40,127
2,195.55,15.04,13,2019-02-23 14:03:00,2019-10-02 14:31:00,92,221,65
57,37153.85,106.46,349,2018-11-30 17:24:00,2019-12-06 15:51:00,23948,370,0
2,688.86,17.66,39,2019-02-16 14:18:00,2019-08-13 12:07:00,402,177,116
1,558.32,16.92,33,2019-02-01 12:27:00,2019-02-01 12:27:00,331,0,309
1,324.8,14.12,23,2019-10-02 10:15:00,2019-10-02 10:15:00,168,0,66
3,4599.42,76.66,60,2019-01-30 12:03:00,2019-07-22 10:54:00,2572,172,138
1,277.07,16.3,17,2019-03-27 12:57:00,2019-03-27 12:57:00,121,0,254
7,2635.79,19.24,137,2019-02-21 09:09:00,2019-11-07 12:32:00,1498,259,30
2,924.6,71.12,13,2019-07-31 15:29:00,2019-10-16 14:50:00,1900,76,51
1,256.38,25.64,10,2019-10-05 11:43:00,2019-10-05 11:43:00,56,0,63
1,112.6,16.09,7,2018-12-05 15:48:00,2018-12-05 15:48:00,36,0,366
5,1747.66,23.0,76,2019-09-02 12:07:00,2019-12-02 12:18:00,782,91,5
1,155.05,12.92,12,2019-02-05 13:15:00,2019-02-05 13:15:00,29,0,304
3,1499.01,42.83,35,2019-10-12 12:57:00,2019-11-09 08:33:00,312,27,28
3,814.5,62.65,13,2019-04-12 18:40:00,2019-06-07 09:54:00,68,55,183
3,539.0,14.97,36,2019-08-24 12:54:00,2019-10-26 14:27:00,333,63,41
4,1366.86,19.81,69,2019-07-26 10:33:00,2019-10-29 10:38:00,552,95,39
2,1579.12,27.7,57,2019-07-23 13:54:00,2019-09-06 13:48:00,864,44,91
4,4027.36,22.88,176,2019-01-23 12:16:00,2019-11-15 14:19:00,2560,296,21
2,571.67,20.42,28,2019-10-04 14:37:00,2019-11-14 08:38:00,269,40,23
2,382.98,15.96,24,2018-12-21 11:46:00,2019-11-08 17:49:00,211,322,28
3,1140.35,31.68,36,2019-01-22 10:38:00,2019-02-09 10:38:00,1109,18,301
2,385.64,6.54,59,2019-03-21 11:30:00,2019-07-16 09:49:00,153,116,144
2,632.0,6.58,96,2019-10-28 15:55:00,2019-12-02 12:13:00,611,34,5
2,957.66,23.94,40,2019-09-07 10:42:00,2019-11-19 10:22:00,439,72,18
5,1698.94,36.93,46,2019-01-31 13:07:00,2019-11-05 12:41:00,768,277,32
1,189.5,18.95,10,2019-06-14 13:48:00,2019-06-14 13:48:00,82,0,175
3,412.05,4.43,93,2019-07-17 15:38:00,2019-10-11 12:38:00,141,85,57
1,209.49,13.97,15,2019-11-15 16:02:00,2019-11-15 16:02:00,311,0,21
6,2202.99,29.77,74,2018-12-03 12:13:00,2019-11-21 15:41:00,745,353,15
1,52.2,17.4,3,2019-11-18 15:36:00,2019-11-18 15:36:00,28,0,18
1,384.8,13.27,29,2019-07-01 13:27:00,2019-07-01 13:27:00,118,0,158
4,834.57,15.17,55,2019-05-06 15:22:00,2019-11-12 15:37:00,442,190,24
2,271.24,14.28,19,2019-01-24 12:15:00,2019-05-10 12:10:00,183,105,211
4,691.73,3.98,174,2018-12-03 10:45:00,2019-12-02 11:00:00,263,364,5
1,85.0,85.0,1,2019-03-30 12:10:00,2019-03-30 12:10:00,100,0,252
9,3385.62,16.44,206,2018-12-06 10:39:00,2019-10-10 10:51:00,1768,308,58
1,361.62,18.08,20,2019-11-26 13:21:00,2019-11-26 13:21:00,196,0,10
1,312.98,34.78,9,2019-10-04 08:25:00,2019-10-04 08:25:00,182,0,64
3,865.06,15.73,55,2018-12-12 16:07:00,2019-11-13 12:07:00,388,335,24
3,1255.0,251.0,5,2018-12-06 15:10:00,2019-09-06 12:58:00,3700,273,91
2,1537.95,15.23,101,2019-06-20 10:11:00,2019-10-17 10:59:00,1016,119,51
1,1595.48,17.16,93,2019-07-31 14:04:00,2019-07-31 14:04:00,944,0,128
3,2651.46,32.73,81,2019-02-22 17:18:00,2019-09-03 12:36:00,1705,192,95
1,1090.14,47.4,23,2019-10-11 14:18:00,2019-10-11 14:18:00,312,0,56
25,8109.52,73.72,110,2018-12-07 10:48:00,2019-11-29 09:06:00,2296,356,8
3,388.5,27.75,14,2019-05-18 13:13:00,2019-06-22 10:03:00,494,34,168
1,216.17,19.65,11,2019-10-11 16:17:00,2019-10-11 16:17:00,75,0,56
1,201.16,7.18,28,2019-01-15 16:14:00,2019-01-15 16:14:00,129,0,325
5,1245.9,16.39,76,2019-09-12 09:27:00,2019-12-06 12:57:00,591,85,0
8,2209.36,15.89,139,2019-01-09 15:13:00,2019-11-19 16:24:00,1688,314,17
1,305.78,15.29,20,2019-04-04 10:20:00,2019-04-04 10:20:00,224,0,247
4,501.56,16.72,30,2019-02-21 12:04:00,2019-10-10 13:31:00,204,231,57
1,145.67,20.81,7,2019-09-24 14:54:00,2019-09-24 14:54:00,57,0,73
3,1015.29,16.64,61,2019-05-03 17:28:00,2019-11-06 15:48:00,513,186,30
2,3192.54,96.74,33,2019-10-30 12:45:00,2019-11-30 16:32:00,1964,31,6
4,3104.95,10.11,307,2018-12-15 15:14:00,2019-08-06 13:53:00,1721,233,122
8,2770.94,24.1,115,2019-02-23 09:09:00,2019-12-05 13:23:00,1325,285,1
13,6403.25,19.06,336,2019-02-02 09:30:00,2019-11-15 10:49:00,2806,286,22
3,389.6,16.94,23,2019-02-01 09:37:00,2019-08-10 10:08:00,140,190,119
1,540.45,30.02,18,2018-12-14 18:20:00,2018-12-14 18:20:00,180,0,357
5,1786.79,17.18,104,2019-02-09 15:39:00,2019-10-15 09:36:00,1316,247,53
1,122.7,17.53,7,2019-10-05 10:22:00,2019-10-05 10:22:00,36,0,63
1,117.24,39.08,3,2019-09-12 15:49:00,2019-09-12 15:49:00,108,0,85
1,1281.53,35.6,36,2019-10-14 12:19:00,2019-10-14 12:19:00,475,0,54
13,3219.77,19.51,165,2018-12-05 14:00:00,2019-11-16 13:44:00,1842,345,20
20,17159.52,96.4,178,2019-01-30 10:14:00,2019-12-04 12:50:00,10118,308,3
5,1191.13,18.33,65,2019-10-04 15:28:00,2019-12-05 11:16:00,953,61,2
5,2674.48,18.83,142,2019-03-29 17:17:00,2019-11-27 10:45:00,1436,242,10
5,787.6,13.35,59,2019-02-27 13:40:00,2019-11-30 16:30:00,300,276,6
2,506.8,18.1,28,2019-05-21 08:52:00,2019-06-01 15:07:00,182,11,188
1,243.56,15.22,16,2019-09-27 13:17:00,2019-09-27 13:17:00,126,0,70
1,349.55,18.4,19,2019-05-17 17:22:00,2019-05-17 17:22:00,147,0,203
2,605.63,15.14,40,2019-05-03 14:41:00,2019-08-10 10:13:00,258,98,119
1,416.9,27.79,15,2019-09-06 09:13:00,2019-09-06 09:13:00,146,0,92
10,1883.81,17.13,110,2018-12-14 09:31:00,2019-12-06 15:36:00,831,357,0
4,632.97,23.44,27,2019-04-05 12:04:00,2019-11-11 11:50:00,983,219,26
1,821.1,39.1,21,2019-02-13 11:30:00,2019-02-13 11:30:00,190,0,297
3,564.62,20.91,27,2019-01-31 12:54:00,2019-11-14 09:44:00,354,286,23
4,2593.07,21.98,118,2019-06-26 10:17:00,2019-11-09 16:57:00,1365,136,27
1,311.16,18.3,17,2019-10-18 14:30:00,2019-10-18 14:30:00,200,0,49
1,155.93,12.99,12,2019-01-16 10:28:00,2019-01-16 10:28:00,133,0,325
2,388.52,20.45,19,2019-03-08 09:30:00,2019-11-21 13:40:00,156,258,15
3,740.95,17.23,43,2019-03-20 10:13:00,2019-06-07 19:26:00,430,79,182
5,2867.2,19.24,149,2019-01-23 09:01:00,2019-09-26 14:48:00,1739,246,71
2,332.64,12.79,26,2019-02-16 11:18:00,2019-10-31 13:41:00,332,257,36
4,2369.55,19.42,122,2019-03-06 12:04:00,2019-09-19 11:49:00,1478,196,79
9,2580.91,17.44,148,2019-02-02 14:46:00,2019-10-11 15:43:00,2731,251,56
2,626.45,18.98,33,2019-11-01 16:28:00,2019-11-26 10:35:00,380,24,11
2,272.04,15.11,18,2019-05-30 12:46:00,2019-10-19 09:56:00,228,141,49
2,1212.84,40.43,30,2019-03-29 18:05:00,2019-10-19 12:25:00,1140,203,49
2,384.81,13.74,28,2019-08-08 10:15:00,2019-10-09 14:24:00,474,62,58
1,172.25,24.61,7,2018-12-21 10:38:00,2018-12-21 10:38:00,93,0,351
1,351.13,17.56,20,2019-10-15 12:33:00,2019-10-15 12:33:00,185,0,53
6,1838.85,15.72,117,2019-09-26 15:07:00,2019-12-06 09:39:00,1575,70,1
4,678.25,16.54,41,2019-07-26 12:09:00,2019-09-06 12:47:00,331,42,92
1,223.85,20.35,11,2019-11-14 13:16:00,2019-11-14 13:16:00,104,0,22
1,348.99,16.62,21,2019-09-24 12:00:00,2019-09-24 12:00:00,214,0,74
4,464.57,17.21,27,2019-07-27 15:59:00,2019-11-27 10:33:00,129,122,10
2,842.65,93.63,9,2019-01-15 15:11:00,2019-06-21 15:26:00,143,157,168
2,337.34,19.84,17,2019-07-24 11:00:00,2019-10-11 09:45:00,274,78,57
2,1237.53,21.34,58,2019-03-02 08:43:00,2019-09-03 10:12:00,725,185,95
1,307.4,19.21,16,2019-02-16 12:02:00,2019-02-16 12:02:00,72,0,294
2,608.79,26.47,23,2019-07-12 13:35:00,2019-08-20 14:03:00,205,39,108
1,922.1,29.75,31,2019-03-19 08:39:00,2019-03-19 08:39:00,390,0,263
1,376.58,14.48,26,2019-06-11 08:47:00,2019-06-11 08:47:00,330,0,179
1,158.85,17.65,9,2019-06-21 16:35:00,2019-06-21 16:35:00,123,0,168
1,71.66,10.24,7,2019-11-02 14:37:00,2019-11-02 14:37:00,70,0,34
3,568.55,12.63,45,2019-01-30 11:30:00,2019-11-14 13:33:00,847,288,22
4,839.14,17.13,49,2019-07-16 16:05:00,2019-11-20 15:15:00,516,126,16
5,5112.96,113.62,45,2018-11-30 10:17:00,2019-11-16 09:43:00,2364,350,21
3,561.57,51.05,11,2019-03-15 10:02:00,2019-09-19 13:33:00,443,188,78
1,90.6,18.12,5,2019-10-03 14:42:00,2019-10-03 14:42:00,44,0,64
1,102.0,34.0,3,2018-12-12 10:18:00,2018-12-12 10:18:00,40,0,360
6,2427.32,15.17,160,2019-09-04 11:55:00,2019-12-05 09:35:00,2474,91,2
